end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
311,3.11,QS,Rishabh_1,0,0.0,provisional,1
365,3.65,GI,Rishabh_1,311,3.11,provisional,1
1114,11.14,SSSW,Rishabh_1,365,3.65,provisional,1
1270,12.7,SLT,Rishabh_1,1114,11.14,provisional,1
1675,16.75,SSLW,Rishabh_1,1270,12.7,provisional,1
3262,32.61,GT,Rishabh_1,1675,16.75,provisional,1
281,2.81,QS,Rishabh_2,0,0.0,provisional,1
325,3.25,GI,Rishabh_2,281,2.81,provisional,1
528,5.28,SSSW,Rishabh_2,325,3.25,provisional,1
647,6.47,SLT,Rishabh_2,528,5.28,provisional,1
1603,16.03,SSLW,Rishabh_2,647,6.47,provisional,1
3047,30.46,GT,Rishabh_2,1603,16.03,provisional,1
366,3.66,QS,Rishabh_3,0,0.0,provisional,1
409,4.09,GI,Rishabh_3,366,3.66,provisional,1
1092,10.92,SSSW,Rishabh_3,409,4.09,provisional,1
1251,12.51,SLT,Rishabh_3,1092,10.92,provisional,1
1638,16.38,SSLW,Rishabh_3,1251,12.51,provisional,1
3122,31.21,GT,Rishabh_3,1638,16.38,provisional,1
435,4.35,QS,Rishabh_4,0,0.0,provisional,1
517,5.17,GI,Rishabh_4,435,4.35,provisional,1
1004,10.04,SSSW,Rishabh_4,517,5.17,provisional,1
1122,11.22,SLT,Rishabh_4,1004,10.04,provisional,1
1784,17.84,SSLW,Rishabh_4,1122,11.22,provisional,1
3342,33.41,GT,Rishabh_4,1784,17.84,provisional,1
495,4.95,QS,Rishabh_5,0,0.0,provisional,1
548,5.48,GI,Rishabh_5,495,4.95,provisional,1
1249,12.49,SSSW,Rishabh_5,548,5.48,provisional,1
1359,13.59,SLT,Rishabh_5,1249,12.49,provisional,1
1917,19.17,SSLW,Rishabh_5,1359,13.59,provisional,1
5291,52.9,GT,Rishabh_5,1917,19.17,provisional,1
290,2.9,QS,Rishabh_6,0,0.0,provisional,1
332,3.32,GI,Rishabh_6,290,2.9,provisional,1
856,8.56,SSSW,Rishabh_6,332,3.32,provisional,1
979,9.79,SLT,Rishabh_6,856,8.56,provisional,1
1643,16.43,SSLW,Rishabh_6,979,9.79,provisional,1
2792,27.91,GT,Rishabh_6,1643,16.43,provisional,1
251,2.51,QS,Rishabh_7,0,0.0,provisional,1
294,2.94,GI,Rishabh_7,251,2.51,provisional,1
932,9.32,SSSW,Rishabh_7,294,2.94,provisional,1
1091,10.91,SLT,Rishabh_7,932,9.32,provisional,1
1608,16.08,SSLW,Rishabh_7,1091,10.91,provisional,1
2368,23.67,GT,Rishabh_7,1608,16.08,provisional,1
381,3.81,QS,Rishabh_8,0,0.0,provisional,1
427,4.27,GI,Rishabh_8,381,3.81,provisional,1
1159,11.59,SSSW,Rishabh_8,427,4.27,provisional,1
1280,12.8,SLT,Rishabh_8,1159,11.59,provisional,1
1694,16.94,SSLW,Rishabh_8,1280,12.8,provisional,1
3117,31.16,GT,Rishabh_8,1694,16.94,provisional,1
338,3.38,QS,Rishabh_9,0,0.0,provisional,1
356,3.56,GI,Rishabh_9,338,3.38,provisional,1
981,9.81,SSSW,Rishabh_9,356,3.56,provisional,1
1103,11.03,SLT,Rishabh_9,981,9.81,provisional,1
1658,16.58,SSLW,Rishabh_9,1103,11.03,provisional,1
2566,25.65,GT,Rishabh_9,1658,16.58,provisional,1
420,4.2,QS,Rishabh_10,0,0.0,provisional,1
471,4.71,GI,Rishabh_10,420,4.2,provisional,1
777,7.77,SSSW,Rishabh_10,471,4.71,provisional,1
898,8.98,SLT,Rishabh_10,777,7.77,provisional,1
1799,17.99,SSLW,Rishabh_10,898,8.98,provisional,1
3683,36.82,GT,Rishabh_10,1799,17.99,provisional,1
214,2.14,QS,Rishabh_11,0,0.0,provisional,1
311,3.11,GI,Rishabh_11,214,2.14,provisional,1
884,8.84,SSSW,Rishabh_11,311,3.11,provisional,1
1033,10.33,SLT,Rishabh_11,884,8.84,provisional,1
1557,15.57,SSLW,Rishabh_11,1033,10.33,provisional,1
3148,31.47,GT,Rishabh_11,1557,15.57,provisional,1
289,2.89,QS,Rishabh_12,0,0.0,provisional,1
320,3.2,GI,Rishabh_12,289,2.89,provisional,1
1028,10.28,SSSW,Rishabh_12,320,3.2,provisional,1
1138,11.38,SLT,Rishabh_12,1028,10.28,provisional,1
1662,16.62,SSLW,Rishabh_12,1138,11.38,provisional,1
2942,29.41,GT,Rishabh_12,1662,16.62,provisional,1
367,3.67,QS,Rishabh_13,0,0.0,provisional,1
414,4.14,GI,Rishabh_13,367,3.67,provisional,1
1192,11.92,SSSW,Rishabh_13,414,4.14,provisional,1
1350,13.5,SLT,Rishabh_13,1192,11.92,provisional,1
1746,17.46,SSLW,Rishabh_13,1350,13.5,provisional,1
2683,26.82,GT,Rishabh_13,1746,17.46,provisional,1
453,4.53,QS,Rishabh_14,0,0.0,provisional,1
471,4.71,GI,Rishabh_14,453,4.53,provisional,1
674,6.74,SSSW,Rishabh_14,471,4.71,provisional,1
787,7.87,SLT,Rishabh_14,674,6.74,provisional,1
1739,17.39,SSLW,Rishabh_14,787,7.87,provisional,1
3187,31.86,GT,Rishabh_14,1739,17.39,provisional,1
345,3.45,QS,Rishabh_15,0,0.0,provisional,1
387,3.87,GI,Rishabh_15,345,3.45,provisional,1
686,6.86,SSSW,Rishabh_15,387,3.87,provisional,1
811,8.11,SLT,Rishabh_15,686,6.86,provisional,1
1718,17.18,SSLW,Rishabh_15,811,8.11,provisional,1
3928,39.27,GT,Rishabh_15,1718,17.18,provisional,1
380,3.8,QS,Rishabh_16,0,0.0,provisional,1
442,4.42,GI,Rishabh_16,380,3.8,provisional,1
995,9.95,SSSW,Rishabh_16,442,4.42,provisional,1
1116,11.16,SLT,Rishabh_16,995,9.95,provisional,1
1667,16.67,SSLW,Rishabh_16,1116,11.16,provisional,1
3727,37.26,GT,Rishabh_16,1667,16.67,provisional,1
310,3.1,QS,Rishabh_17,0,0.0,provisional,1
363,3.63,GI,Rishabh_17,310,3.1,provisional,1
996,9.96,SSSW,Rishabh_17,363,3.63,provisional,1
1120,11.2,SLT,Rishabh_17,996,9.96,provisional,1
1679,16.79,SSLW,Rishabh_17,1120,11.2,provisional,1
3518,35.17,GT,Rishabh_17,1679,16.79,provisional,1
400,4.0,QS,Rishabh_18,0,0.0,provisional,1
451,4.51,GI,Rishabh_18,400,4.0,provisional,1
923,9.23,SSSW,Rishabh_18,451,4.51,provisional,1
1052,10.52,SLT,Rishabh_18,923,9.23,provisional,1
1715,17.15,SSLW,Rishabh_18,1052,10.52,provisional,1
3695,36.94,GT,Rishabh_18,1715,17.15,provisional,1
410,4.1,QS,Rishabh_19,0,0.0,provisional,1
472,4.72,GI,Rishabh_19,410,4.1,provisional,1
1062,10.62,SSSW,Rishabh_19,472,4.72,provisional,1
1180,11.8,SLT,Rishabh_19,1062,10.62,provisional,1
1722,17.22,SSLW,Rishabh_19,1180,11.8,provisional,1
3111,31.1,GT,Rishabh_19,1722,17.22,provisional,1
344,3.44,QS,Rishabh_20,0,0.0,provisional,1
392,3.92,GI,Rishabh_20,344,3.44,provisional,1
836,8.36,SSSW,Rishabh_20,392,3.92,provisional,1
954,9.54,SLT,Rishabh_20,836,8.36,provisional,1
1613,16.13,SSLW,Rishabh_20,954,9.54,provisional,1
3211,32.1,GT,Rishabh_20,1613,16.13,provisional,1
343,3.43,QS,Rishabh_21,0,0.0,provisional,1
419,4.19,GI,Rishabh_21,343,3.43,provisional,1
983,9.83,SSSW,Rishabh_21,419,4.19,provisional,1
1108,11.08,SLT,Rishabh_21,983,9.83,provisional,1
1657,16.57,SSLW,Rishabh_21,1108,11.08,provisional,1
3281,32.8,GT,Rishabh_21,1657,16.57,provisional,1
389,3.89,QS,Rishabh_22,0,0.0,provisional,1
431,4.31,GI,Rishabh_22,389,3.89,provisional,1
1023,10.23,SSSW,Rishabh_22,431,4.31,provisional,1
1148,11.48,SLT,Rishabh_22,1023,10.23,provisional,1
1665,16.65,SSLW,Rishabh_22,1148,11.48,provisional,1
3639,36.38,GT,Rishabh_22,1665,16.65,provisional,1
311,3.11,QS,Rishabh_23,0,0.0,provisional,1
353,3.53,GI,Rishabh_23,311,3.11,provisional,1
933,9.33,SSSW,Rishabh_23,353,3.53,provisional,1
1053,10.53,SLT,Rishabh_23,933,9.33,provisional,1
1643,16.43,SSLW,Rishabh_23,1053,10.53,provisional,1
2983,29.82,GT,Rishabh_23,1643,16.43,provisional,1
287,2.87,QS,Rishabh_24,0,0.0,provisional,1
312,3.12,GI,Rishabh_24,287,2.87,provisional,1
603,6.03,SSSW,Rishabh_24,312,3.12,provisional,1
726,7.26,SLT,Rishabh_24,603,6.03,provisional,1
1618,16.18,SSLW,Rishabh_24,726,7.26,provisional,1
3016,30.15,GT,Rishabh_24,1618,16.18,provisional,1
358,3.58,QS,Rishabh_25,0,0.0,provisional,1
400,4.0,GI,Rishabh_25,358,3.58,provisional,1
939,9.39,SSSW,Rishabh_25,400,4.0,provisional,1
1061,10.61,SLT,Rishabh_25,939,9.39,provisional,1
1632,16.32,SSLW,Rishabh_25,1061,10.61,provisional,1
4781,47.8,GT,Rishabh_25,1632,16.32,provisional,1
395,3.95,QS,Rishabh_26,0,0.0,model_assisted_provisional,1
476,4.76,GI,Rishabh_26,395,3.95,model_assisted_provisional,1
646,6.46,SSSW,Rishabh_26,476,4.76,model_assisted_provisional,1
757,7.57,SLT,Rishabh_26,646,6.46,model_assisted_provisional,1
1728,17.28,SSLW,Rishabh_26,757,7.57,model_assisted_provisional,1
3180,31.79,GT,Rishabh_26,1728,17.28,model_assisted_provisional,1
349,3.49,QS,Rishabh_27,0,0.0,provisional,1
388,3.88,GI,Rishabh_27,349,3.49,provisional,1
589,5.89,SSSW,Rishabh_27,388,3.88,provisional,1
697,6.97,SLT,Rishabh_27,589,5.89,provisional,1
1708,17.08,SSLW,Rishabh_27,697,6.97,provisional,1
2962,29.61,GT,Rishabh_27,1708,17.08,provisional,1
324,3.24,QS,Rishabh_28,0,0.0,provisional,1
381,3.81,GI,Rishabh_28,324,3.24,provisional,1
582,5.82,SSSW,Rishabh_28,381,3.81,provisional,1
689,6.89,SLT,Rishabh_28,582,5.82,provisional,1
1579,15.79,SSLW,Rishabh_28,689,6.89,provisional,1
3033,30.32,GT,Rishabh_28,1579,15.79,provisional,1
336,3.36,QS,Rishabh_29,0,0.0,provisional,1
386,3.86,GI,Rishabh_29,336,3.36,provisional,1
1107,11.07,SSSW,Rishabh_29,386,3.86,provisional,1
1246,12.46,SLT,Rishabh_29,1107,11.07,provisional,1
1660,16.6,SSLW,Rishabh_29,1246,12.46,provisional,1
3195,31.94,GT,Rishabh_29,1660,16.6,provisional,1
333,3.33,QS,Rishabh_30,0,0.0,provisional,1
387,3.87,GI,Rishabh_30,333,3.33,provisional,1
599,5.99,SSSW,Rishabh_30,387,3.87,provisional,1
715,7.15,SLT,Rishabh_30,599,5.99,provisional,1
1604,16.04,SSLW,Rishabh_30,715,7.15,provisional,1
2959,29.58,GT,Rishabh_30,1604,16.04,provisional,1
380,3.8,QS,Rishabh_31,0,0.0,provisional,1
453,4.53,GI,Rishabh_31,380,3.8,provisional,1
904,9.04,SSSW,Rishabh_31,453,4.53,provisional,1
1020,10.2,SLT,Rishabh_31,904,9.04,provisional,1
1693,16.93,SSLW,Rishabh_31,1020,10.2,provisional,1
3157,31.56,GT,Rishabh_31,1693,16.93,provisional,1
401,4.01,QS,Rishabh_32,0,0.0,provisional,1
446,4.46,GI,Rishabh_32,401,4.01,provisional,1
1004,10.04,SSSW,Rishabh_32,446,4.46,provisional,1
1129,11.29,SLT,Rishabh_32,1004,10.04,provisional,1
1669,16.69,SSLW,Rishabh_32,1129,11.29,provisional,1
3372,33.71,GT,Rishabh_32,1669,16.69,provisional,1
439,4.39,QS,Rishabh_33,0,0.0,provisional,1
475,4.75,GI,Rishabh_33,439,4.39,provisional,1
687,6.87,SSSW,Rishabh_33,475,4.75,provisional,1
799,7.99,SLT,Rishabh_33,687,6.87,provisional,1
1770,17.7,SSLW,Rishabh_33,799,7.99,provisional,1
3384,33.83,GT,Rishabh_33,1770,17.7,provisional,1
349,3.49,QS,Rishabh_34,0,0.0,model_assisted_provisional,1
401,4.01,GI,Rishabh_34,349,3.49,model_assisted_provisional,1
737,7.37,SSSW,Rishabh_34,401,4.01,model_assisted_provisional,1
855,8.55,SLT,Rishabh_34,737,7.37,model_assisted_provisional,1
1702,17.02,SSLW,Rishabh_34,855,8.55,model_assisted_provisional,1
3046,30.45,GT,Rishabh_34,1702,17.02,model_assisted_provisional,1
414,4.14,QS,Rishabh_35,0,0.0,provisional,1
459,4.59,GI,Rishabh_35,414,4.14,provisional,1
687,6.87,SSSW,Rishabh_35,459,4.59,provisional,1
806,8.06,SLT,Rishabh_35,687,6.87,provisional,1
1719,17.19,SSLW,Rishabh_35,806,8.06,provisional,1
3067,30.66,GT,Rishabh_35,1719,17.19,provisional,1
338,3.38,QS,Rishabh_36,0,0.0,model_assisted_provisional,1
397,3.97,GI,Rishabh_36,338,3.38,model_assisted_provisional,1
1407,14.07,SSSW,Rishabh_36,397,3.97,model_assisted_provisional,1
1526,15.26,SLT,Rishabh_36,1407,14.07,model_assisted_provisional,1
1810,18.1,SSLW,Rishabh_36,1526,15.26,model_assisted_provisional,1
3182,31.81,GT,Rishabh_36,1810,18.1,model_assisted_provisional,1
287,2.87,QS,Rishabh_37,0,0.0,provisional,1
325,3.25,GI,Rishabh_37,287,2.87,provisional,1
891,8.91,SSSW,Rishabh_37,325,3.25,provisional,1
1008,10.08,SLT,Rishabh_37,891,8.91,provisional,1
1568,15.68,SSLW,Rishabh_37,1008,10.08,provisional,1
2900,28.99,GT,Rishabh_37,1568,15.68,provisional,1
312,3.12,QS,Rishabh_38,0,0.0,provisional,1
385,3.85,GI,Rishabh_38,312,3.12,provisional,1
978,9.78,SSSW,Rishabh_38,385,3.85,provisional,1
1103,11.03,SLT,Rishabh_38,978,9.78,provisional,1
1631,16.31,SSLW,Rishabh_38,1103,11.03,provisional,1
