end_index,end_seconds,phase,record,start_index,start_seconds,status,trial
317,3.17,QS,abh_1,0,0.0,provisional,1
364,3.64,GI,abh_1,317,3.17,provisional,1
610,6.1,SSSW,abh_1,364,3.64,provisional,1
729,7.29,SLT,abh_1,610,6.1,provisional,1
1657,16.57,SSLW,abh_1,729,7.29,provisional,1
2108,21.07,GT,abh_1,1657,16.57,provisional,1
245,2.45,QS,abh_1,0,0.0,provisional,2
295,2.95,GI,abh_1,245,2.45,provisional,2
499,4.99,SSSW,abh_1,295,2.95,provisional,2
611,6.11,SLT,abh_1,499,4.99,provisional,2
1514,15.14,SSLW,abh_1,611,6.11,provisional,2
2056,20.55,GT,abh_1,1514,15.14,provisional,2
213,2.13,QS,abh_1,0,0.0,provisional,3
258,2.58,GI,abh_1,213,2.13,provisional,3
463,4.63,SSSW,abh_1,258,2.58,provisional,3
582,5.82,SLT,abh_1,463,4.63,provisional,3
1586,15.86,SSLW,abh_1,582,5.82,provisional,3
2116,21.15,GT,abh_1,1586,15.86,provisional,3
344,3.44,QS,abh_1,0,0.0,provisional,4
394,3.94,GI,abh_1,344,3.44,provisional,4
987,9.87,SSSW,abh_1,394,3.94,provisional,4
1087,10.87,SLT,abh_1,987,9.87,provisional,4
1628,16.28,SSLW,abh_1,1087,10.87,provisional,4
2076,20.75,GT,abh_1,1628,16.28,provisional,4
178,1.78,QS,abh_1,0,0.0,provisional,5
227,2.27,GI,abh_1,178,1.78,provisional,5
483,4.83,SSSW,abh_1,227,2.27,provisional,5
606,6.06,SLT,abh_1,483,4.83,provisional,5
1498,14.98,SSLW,abh_1,606,6.06,provisional,5
2092,20.91,GT,abh_1,1498,14.98,provisional,5
333,3.33,QS,abh_1,0,0.0,provisional,6
389,3.89,GI,abh_1,333,3.33,provisional,6
1100,11.0,SSSW,abh_1,389,3.89,provisional,6
1224,12.24,SLT,abh_1,1100,11.0,provisional,6
1660,16.6,SSLW,abh_1,1224,12.24,provisional,6
2184,21.83,GT,abh_1,1660,16.6,provisional,6
261,2.61,QS,abh_1,0,0.0,provisional,7
306,3.06,GI,abh_1,261,2.61,provisional,7
1048,10.48,SSSW,abh_1,306,3.06,provisional,7
1168,11.68,SLT,abh_1,1048,10.48,provisional,7
1609,16.09,SSLW,abh_1,1168,11.68,provisional,7
2126,21.25,GT,abh_1,1609,16.09,provisional,7
329,3.29,QS,abh_1,0,0.0,provisional,8
364,3.64,GI,abh_1,329,3.29,provisional,8
585,5.85,SSSW,abh_1,364,3.64,provisional,8
674,6.74,SLT,abh_1,585,5.85,provisional,8
1688,16.88,SSLW,abh_1,674,6.74,provisional,8
2251,22.5,GT,abh_1,1688,16.88,provisional,8
356,3.56,QS,abh_1,0,0.0,provisional,9
397,3.97,GI,abh_1,356,3.56,provisional,9
